시군구,요일,accident_count
대전광역시 서구 정림동,화요일,22
대전광역시 서구 탄방동,금요일,77
대전광역시 서구 탄방동,목요일,69
대전광역시 서구 탄방동,수요일,51
대전광역시 서구 탄방동,월요일,62
대전광역시 서구 탄방동,일요일,38
대전광역시 서구 탄방동,토요일,50
대전광역시 서구 탄방동,화요일,61
대전광역시 서구 평촌동,화요일,2
대전광역시 서구 흑석동,금요일,1
대전광역시 서구 흑석동,목요일,1
대전광역시 서구 흑석동,수요일,1
대전광역시 서구 흑석동,월요일,1
대전광역시 서구 흑석동,일요일,2
대전광역시 서구 흑석동,토요일,1
대전광역시 서구 흑석동,화요일,1
대전광역시 유성구 가정동,금요일,4
대전광역시 유성구 가정동,목요일,1
대전광역시 유성구 가정동,수요일,3
대전광역시 유성구 가정동,월요일,1
대전광역시 유성구 가정동,일요일,3
대전광역시 유성구 가정동,토요일,4
대전광역시 유성구 가정동,화요일,2
대전광역시 유성구 갑동,금요일,3
대전광역시 유성구 갑동,목요일,3
대전광역시 유성구 갑동,수요일,7
대전광역시 유성구 갑동,월요일,4
대전광역시 유성구 갑동,일요일,2
대전광역시 유성구 갑동,토요일,4
대전광역시 유성구 갑동,화요일,1
대전광역시 유성구 계산동,금요일,4
대전광역시 유성구 계산동,목요일,2
대전광역시 유성구 계산동,수요일,2
대전광역시 유성구 계산동,월요일,7
대전광역시 유성구 계산동,일요일,4
대전광역시 유성구 계산동,토요일,4
대전광역시 유성구 계산동,화요일,3
대전광역시 유성구 관평동,금요일,30
대전광역시 유성구 관평동,목요일,28
대전광역시 유성구 관평동,수요일,31
대전광역시 유성구 관평동,월요일,25
대전광역시 유성구 관평동,일요일,14
대전광역시 유성구 관평동,토요일,25
대전광역시 유성구 관평동,화요일,19
대전광역시 유성구 교촌동,금요일,7
대전광역시 유성구 교촌동,목요일,4
대전광역시 유성구 교촌동,수요일,5
대전광역시 유성구 교촌동,월요일,4
대전광역시 유성구 교촌동,일요일,2
대전광역시 유성구 교촌동,토요일,4
대전광역시 유성구 교촌동,화요일,5
대전광역시 유성구 구룡동,금요일,1
대전광역시 유성구 구룡동,목요일,2
대전광역시 유성구 구룡동,월요일,1
대전광역시 유성구 구룡동,일요일,1
대전광역시 유성구 구성동,금요일,6
대전광역시 유성구 구성동,목요일,5
대전광역시 유성구 구성동,수요일,8
대전광역시 유성구 구성동,월요일,3
대전광역시 유성구 구성동,일요일,4
대전광역시 유성구 구성동,토요일,8
대전광역시 유성구 구성동,화요일,5
대전광역시 유성구 구암동,금요일,44
대전광역시 유성구 구암동,목요일,37
대전광역시 유성구 구암동,수요일,37
대전광역시 유성구 구암동,월요일,36
대전광역시 유성구 구암동,일요일,18
대전광역시 유성구 구암동,토요일,24
대전광역시 유성구 구암동,화요일,21
대전광역시 유성구 궁동,금요일,18
대전광역시 유성구 궁동,목요일,22
대전광역시 유성구 궁동,수요일,24
대전광역시 유성구 궁동,월요일,22
대전광역시 유성구 궁동,일요일,25
대전광역시 유성구 궁동,토요일,30
대전광역시 유성구 궁동,화요일,15
대전광역시 유성구 금고동,토요일,1
대전광역시 유성구 노은동,금요일,26
대전광역시 유성구 노은동,목요일,27
대전광역시 유성구 노은동,수요일,32
대전광역시 유성구 노은동,월요일,22
대전광역시 유성구 노은동,일요일,19
대전광역시 유성구 노은동,토요일,25
대전광역시 유성구 노은동,화요일,30
대전광역시 유성구 대정동,금요일,4
대전광역시 유성구 대정동,목요일,4
대전광역시 유성구 대정동,수요일,3
대전광역시 유성구 대정동,월요일,2
대전광역시 유성구 대정동,일요일,1
대전광역시 유성구 대정동,토요일,5
대전광역시 유성구 대정동,화요일,5
대전광역시 유성구 덕명동,금요일,4
대전광역시 유성구 덕명동,목요일,13
대전광역시 유성구 덕명동,수요일,6
대전광역시 유성구 덕명동,월요일,13
대전광역시 유성구 덕명동,일요일,10
대전광역시 유성구 덕명동,토요일,10
대전광역시 유성구 덕명동,화요일,8
대전광역시 유성구 덕진동,금요일,1
대전광역시 유성구 덕진동,수요일,1
대전광역시 유성구 덕진동,월요일,1
대전광역시 유성구 덕진동,토요일,2
대전광역시 유성구 덕진동,화요일,1
대전광역시 유성구 도룡동,금요일,27
대전광역시 유성구 도룡동,목요일,22
대전광역시 유성구 도룡동,수요일,18
대전광역시 유성구 도룡동,월요일,18
대전광역시 유성구 도룡동,일요일,18
대전광역시 유성구 도룡동,토요일,15
대전광역시 유성구 도룡동,화요일,24
대전광역시 유성구 둔곡동,금요일,1
대전광역시 유성구 둔곡동,목요일,4
대전광역시 유성구 둔곡동,수요일,3
대전광역시 유성구 둔곡동,월요일,3
대전광역시 유성구 둔곡동,토요일,1
대전광역시 유성구 둔곡동,화요일,4
대전광역시 유성구 문지동,금요일,4
대전광역시 유성구 문지동,목요일,6
대전광역시 유성구 문지동,수요일,8
대전광역시 유성구 문지동,월요일,8
대전광역시 유성구 문지동,일요일,1
대전광역시 유성구 문지동,토요일,5
대전광역시 유성구 문지동,화요일,5
대전광역시 유성구 반석동,금요일,17
대전광역시 유성구 반석동,목요일,12
대전광역시 유성구 반석동,수요일,12
대전광역시 유성구 반석동,월요일,11
대전광역시 유성구 반석동,일요일,7
대전광역시 유성구 반석동,토요일,9
대전광역시 유성구 반석동,화요일,11
대전광역시 유성구 방동,금요일,9
대전광역시 유성구 방동,목요일,6
대전광역시 유성구 방동,수요일,9
대전광역시 유성구 방동,월요일,6
대전광역시 유성구 방동,일요일,4
대전광역시 유성구 방동,토요일,13
대전광역시 유성구 방동,화요일,7
대전광역시 유성구 방현동,목요일,3
대전광역시 유성구 방현동,수요일,3
대전광역시 유성구 방현동,월요일,1
대전광역시 유성구 방현동,토요일,1
대전광역시 유성구 방현동,화요일,2
대전광역시 유성구 복용동,금요일,7
대전광역시 유성구 복용동,목요일,7
대전광역시 유성구 복용동,수요일,5
대전광역시 유성구 복용동,월요일,5
대전광역시 유성구 복용동,일요일,3
대전광역시 유성구 복용동,토요일,4
대전광역시 유성구 복용동,화요일,4
대전광역시 유성구 봉명동,금요일,96
대전광역시 유성구 봉명동,목요일,98
대전광역시 유성구 봉명동,수요일,88
대전광역시 유성구 봉명동,월요일,78
대전광역시 유성구 봉명동,일요일,75
대전광역시 유성구 봉명동,토요일,97
대전광역시 유성구 봉명동,화요일,76
대전광역시 유성구 봉산동,금요일,14
대전광역시 유성구 봉산동,목요일,9
대전광역시 유성구 봉산동,수요일,11
대전광역시 유성구 봉산동,월요일,5
대전광역시 유성구 봉산동,일요일,3
대전광역시 유성구 봉산동,토요일,12
대전광역시 유성구 봉산동,화요일,5
대전광역시 유성구 상대동,금요일,14
대전광역시 유성구 상대동,목요일,15
대전광역시 유성구 상대동,수요일,22
대전광역시 유성구 상대동,월요일,12
대전광역시 유성구 상대동,일요일,7
대전광역시 유성구 상대동,토요일,10
대전광역시 유성구 상대동,화요일,9
대전광역시 유성구 세동,목요일,1
대전광역시 유성구 세동,수요일,1
대전광역시 유성구 세동,월요일,1
대전광역시 유성구 송강동,금요일,13
대전광역시 유성구 송강동,목요일,14
대전광역시 유성구 송강동,수요일,12
대전광역시 유성구 송강동,월요일,12
대전광역시 유성구 송강동,일요일,5
대전광역시 유성구 송강동,토요일,17
대전광역시 유성구 송강동,화요일,12
대전광역시 유성구 송정동,금요일,1
대전광역시 유성구 송정동,목요일,1
대전광역시 유성구 송정동,수요일,1
대전광역시 유성구 신동,금요일,2
대전광역시 유성구 신동,목요일,2
대전광역시 유성구 신동,월요일,1
대전광역시 유성구 신봉동,목요일,1
대전광역시 유성구 신성동,금요일,11
대전광역시 유성구 신성동,목요일,4
대전광역시 유성구 신성동,수요일,6
대전광역시 유성구 신성동,월요일,9
대전광역시 유성구 신성동,일요일,2
대전광역시 유성구 신성동,토요일,8
대전광역시 유성구 신성동,화요일,6
대전광역시 유성구 안산동,금요일,3
대전광역시 유성구 안산동,목요일,2
대전광역시 유성구 안산동,수요일,1
대전광역시 유성구 안산동,월요일,4
대전광역시 유성구 안산동,일요일,2
대전광역시 유성구 안산동,토요일,1
대전광역시 유성구 어은동,금요일,5
대전광역시 유성구 어은동,목요일,6
대전광역시 유성구 어은동,수요일,4
대전광역시 유성구 어은동,월요일,5
대전광역시 유성구 어은동,일요일,4
대전광역시 유성구 어은동,토요일,5
대전광역시 유성구 어은동,화요일,7
대전광역시 유성구 외삼동,목요일,5
대전광역시 유성구 외삼동,수요일,4
대전광역시 유성구 외삼동,월요일,1
대전광역시 유성구 외삼동,일요일,1
대전광역시 유성구 외삼동,토요일,2
대전광역시 유성구 외삼동,화요일,5
대전광역시 유성구 용계동,금요일,2
대전광역시 유성구 용계동,목요일,6
대전광역시 유성구 용계동,수요일,6
대전광역시 유성구 용계동,월요일,2
대전광역시 유성구 용계동,일요일,4
대전광역시 유성구 용계동,토요일,8
대전광역시 유성구 용계동,화요일,4
대전광역시 유성구 용산동,금요일,4
대전광역시 유성구 용산동,목요일,4
대전광역시 유성구 용산동,수요일,8
대전광역시 유성구 용산동,월요일,5
대전광역시 유성구 용산동,일요일,3
대전광역시 유성구 용산동,토요일,8
대전광역시 유성구 용산동,화요일,6
대전광역시 유성구 원내동,금요일,23
대전광역시 유성구 원내동,목요일,23
대전광역시 유성구 원내동,수요일,24
대전광역시 유성구 원내동,월요일,26
대전광역시 유성구 원내동,일요일,12
대전광역시 유성구 원내동,토요일,17
대전광역시 유성구 원내동,화요일,13
대전광역시 유성구 원신흥동,금요일,15
대전광역시 유성구 원신흥동,목요일,22
대전광역시 유성구 원신흥동,수요일,20
대전광역시 유성구 원신흥동,월요일,18
대전광역시 유성구 원신흥동,일요일,11
대전광역시 유성구 원신흥동,토요일,23
대전광역시 유성구 원신흥동,화요일,12
대전광역시 유성구 원촌동,금요일,2
대전광역시 유성구 원촌동,목요일,8
대전광역시 유성구 원촌동,수요일,2
대전광역시 유성구 원촌동,월요일,2
대전광역시 유성구 원촌동,일요일,1
대전광역시 유성구 원촌동,토요일,2
대전광역시 유성구 원촌동,화요일,5
대전광역시 유성구 자운동,금요일,3
대전광역시 유성구 자운동,목요일,3
대전광역시 유성구 자운동,수요일,2
대전광역시 유성구 자운동,월요일,3
대전광역시 유성구 자운동,토요일,3
대전광역시 유성구 자운동,화요일,2
대전광역시 유성구 장대동,금요일,41
대전광역시 유성구 장대동,목요일,36
대전광역시 유성구 장대동,수요일,49
대전광역시 유성구 장대동,월요일,38
대전광역시 유성구 장대동,일요일,42
대전광역시 유성구 장대동,토요일,43
대전광역시 유성구 장대동,화요일,40
대전광역시 유성구 장동,금요일,1
대전광역시 유성구 장동,목요일,3
대전광역시 유성구 장동,수요일,3
대전광역시 유성구 장동,월요일,5
대전광역시 유성구 장동,화요일,2
대전광역시 유성구 전민동,금요일,6
대전광역시 유성구 전민동,목요일,11
대전광역시 유성구 전민동,수요일,10
대전광역시 유성구 전민동,월요일,10
대전광역시 유성구 전민동,일요일,8
대전광역시 유성구 전민동,토요일,8
대전광역시 유성구 전민동,화요일,11
대전광역시 유성구 죽동,금요일,5
대전광역시 유성구 죽동,목요일,13
대전광역시 유성구 죽동,수요일,11
대전광역시 유성구 죽동,월요일,7
대전광역시 유성구 죽동,일요일,5
대전광역시 유성구 죽동,토요일,7
대전광역시 유성구 죽동,화요일,2
대전광역시 유성구 지족동,금요일,34
대전광역시 유성구 지족동,목요일,31
대전광역시 유성구 지족동,수요일,22
대전광역시 유성구 지족동,월요일,19
대전광역시 유성구 지족동,일요일,14
대전광역시 유성구 지족동,토요일,21
대전광역시 유성구 지족동,화요일,29
대전광역시 유성구 추목동,목요일,2
대전광역시 유성구 탑립동,금요일,7
대전광역시 유성구 탑립동,목요일,8
대전광역시 유성구 탑립동,수요일,6
대전광역시 유성구 탑립동,월요일,4
대전광역시 유성구 탑립동,일요일,1
대전광역시 유성구 탑립동,토요일,4
대전광역시 유성구 탑립동,화요일,4
대전광역시 유성구 하기동,금요일,10
대전광역시 유성구 하기동,목요일,5
대전광역시 유성구 하기동,수요일,4
대전광역시 유성구 하기동,월요일,8
대전광역시 유성구 하기동,일요일,5
대전광역시 유성구 하기동,토요일,5
대전광역시 유성구 하기동,화요일,4
대전광역시 유성구 학하동,금요일,7
대전광역시 유성구 학하동,목요일,6
대전광역시 유성구 학하동,수요일,11
대전광역시 유성구 학하동,월요일,2
대전광역시 유성구 학하동,일요일,2
대전광역시 유성구 학하동,토요일,3
대전광역시 유성구 학하동,화요일,4
대전광역시 유성구 화암동,금요일,6
대전광역시 유성구 화암동,목요일,9
대전광역시 유성구 화암동,수요일,11
대전광역시 유성구 화암동,월요일,6
대전광역시 유성구 화암동,일요일,3
대전광역시 유성구 화암동,토요일,5
대전광역시 유성구 화암동,화요일,7
대전광역시 중구 구완동,수요일,1
대전광역시 중구 대사동,금요일,22
대전광역시 중구 대사동,목요일,12
대전광역시 중구 대사동,수요일,16
대전광역시 중구 대사동,월요일,23
대전광역시 중구 대사동,일요일,14
대전광역시 중구 대사동,토요일,6
대전광역시 중구 대사동,화요일,13
대전광역시 중구 대흥동,금요일,41
대전광역시 중구 대흥동,목요일,36
대전광역시 중구 대흥동,수요일,41
대전광역시 중구 대흥동,월요일,32
대전광역시 중구 대흥동,일요일,36
대전광역시 중구 대흥동,토요일,37
대전광역시 중구 대흥동,화요일,31
대전광역시 중구 목달동,화요일,1
대전광역시 중구 목동,금요일,11
대전광역시 중구 목동,목요일,2
대전광역시 중구 목동,수요일,4
대전광역시 중구 목동,월요일,7
대전광역시 중구 목동,일요일,6
대전광역시 중구 목동,토요일,3
대전광역시 중구 목동,화요일,7
대전광역시 중구 문창동,금요일,10
대전광역시 중구 문창동,목요일,8
대전광역시 중구 문창동,수요일,8
대전광역시 중구 문창동,월요일,8
대전광역시 중구 문창동,일요일,8
대전광역시 중구 문창동,토요일,9
대전광역시 중구 문창동,화요일,2
대전광역시 중구 문화동,금요일,41
대전광역시 중구 문화동,목요일,25
대전광역시 중구 문화동,수요일,30
대전광역시 중구 문화동,월요일,24
대전광역시 중구 문화동,일요일,15
대전광역시 중구 문화동,토요일,27
대전광역시 중구 문화동,화요일,31
대전광역시 중구 부사동,금요일,13
대전광역시 중구 부사동,목요일,8
대전광역시 중구 부사동,수요일,13
대전광역시 중구 부사동,월요일,12
대전광역시 중구 부사동,일요일,9
대전광역시 중구 부사동,토요일,14
대전광역시 중구 부사동,화요일,8
대전광역시 중구 사정동,금요일,8
대전광역시 중구 사정동,목요일,8
대전광역시 중구 사정동,수요일,7
대전광역시 중구 사정동,월요일,7
대전광역시 중구 사정동,일요일,8
대전광역시 중구 사정동,토요일,6
대전광역시 중구 사정동,화요일,6
대전광역시 중구 산성동,금요일,18
대전광역시 중구 산성동,목요일,19
대전광역시 중구 산성동,수요일,16
대전광역시 중구 산성동,월요일,15
대전광역시 중구 산성동,일요일,9
대전광역시 중구 산성동,토요일,16
대전광역시 중구 산성동,화요일,20
대전광역시 중구 석교동,금요일,4
대전광역시 중구 석교동,목요일,6
대전광역시 중구 석교동,수요일,6
대전광역시 중구 석교동,월요일,5
대전광역시 중구 석교동,일요일,8
대전광역시 중구 석교동,토요일,7
대전광역시 중구 석교동,화요일,5
대전광역시 중구 선화동,금요일,35
대전광역시 중구 선화동,목요일,30
대전광역시 중구 선화동,수요일,32
대전광역시 중구 선화동,월요일,32
대전광역시 중구 선화동,일요일,15
대전광역시 중구 선화동,토요일,17
대전광역시 중구 선화동,화요일,37
대전광역시 중구 안영동,금요일,6
대전광역시 중구 안영동,목요일,4
대전광역시 중구 안영동,수요일,7
대전광역시 중구 안영동,월요일,6
대전광역시 중구 안영동,일요일,5
대전광역시 중구 안영동,토요일,5
대전광역시 중구 안영동,화요일,6
대전광역시 중구 오류동,금요일,42
대전광역시 중구 오류동,목요일,32
대전광역시 중구 오류동,수요일,27
대전광역시 중구 오류동,월요일,29
대전광역시 중구 오류동,일요일,25
대전광역시 중구 오류동,토요일,34
대전광역시 중구 오류동,화요일,24
대전광역시 중구 옥계동,금요일,4
대전광역시 중구 옥계동,수요일,9
대전광역시 중구 옥계동,월요일,3
대전광역시 중구 옥계동,일요일,2
대전광역시 중구 옥계동,토요일,3
대전광역시 중구 옥계동,화요일,5
대전광역시 중구 용두동,금요일,26
대전광역시 중구 용두동,목요일,17
대전광역시 중구 용두동,수요일,13
대전광역시 중구 용두동,월요일,21
대전광역시 중구 용두동,일요일,11
대전광역시 중구 용두동,토요일,17
대전광역시 중구 용두동,화요일,16
대전광역시 중구 유천동,금요일,29
대전광역시 중구 유천동,목요일,40
대전광역시 중구 유천동,수요일,30
대전광역시 중구 유천동,월요일,29
대전광역시 중구 유천동,일요일,24
대전광역시 중구 유천동,토요일,33
대전광역시 중구 유천동,화요일,29
대전광역시 중구 은행동,금요일,13
대전광역시 중구 은행동,목요일,8
대전광역시 중구 은행동,수요일,8
대전광역시 중구 은행동,월요일,19
대전광역시 중구 은행동,일요일,10
대전광역시 중구 은행동,토요일,15
대전광역시 중구 은행동,화요일,16
대전광역시 중구 중촌동,금요일,15
대전광역시 중구 중촌동,목요일,16
대전광역시 중구 중촌동,수요일,17
대전광역시 중구 중촌동,월요일,17
대전광역시 중구 중촌동,일요일,11
대전광역시 중구 중촌동,토요일,20
대전광역시 중구 중촌동,화요일,18
대전광역시 중구 태평동,금요일,26
대전광역시 중구 태평동,목요일,20
대전광역시 중구 태평동,수요일,33
대전광역시 중구 태평동,월요일,34
대전광역시 중구 태평동,일요일,17
대전광역시 중구 태평동,토요일,24
대전광역시 중구 태평동,화요일,18
대전광역시 중구 호동,금요일,2
대전광역시 중구 호동,수요일,1
대전광역시 중구 호동,월요일,1
대전광역시 중구 호동,화요일,4
